,nickname,id,twit
369,소중한 TV(JTBC America),sojoongtv,"오전 10시, JTBC News 이 곧 방송됩니다. PLAY 버튼을 누르시면 바로 시청가능 합니다. #jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6 (Broadcasting live at http://ustre.am/U9eZ)"
370,소중한 TV(JTBC America),sojoongtv,"오전 10시, JTBC News 이 곧 방송됩니다. PLAY 버튼을 누르시면 바로 시청가능 합니다. #jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6 (Broadcasting live at http://ustre.am/UBGh)"
371,소중한 TV(JTBC America),sojoongtv,"오전 10시 9월 9일 (화) JTBC 9News가 방송 됩니다.
http://sojoongtv.com
#jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6"
372,샤메이마루 아야 ,Shameimaru__Aya,@kanako_krrpa 예? #아편
373,아티초크 출판 & 스토어,artichokehouse,입생로랑의 향수 #아편 들 가운데 어떤 향이 #보들레르 #악의꽃 이미지에 가장 잘 어울릴까요? ^.^ #출간임박 #아티초크빈티지 http://artichokehouse.com
374,소중한 TV(JTBC America),sojoongtv,"오후 6시 15분, 9월 9일(화) JTBC America News 방송됩니다. 
http://sojoongtv.com
#jtbc #중앙일보 #김병일 #바이러스 #애플 #마라톤 #아편 #서성희"
375,소중한 TV(JTBC America),sojoongtv,"http://ustream.tv/recorded/52483543…
9월 9일(화) JTBC America News 방송. 
http://sojoongtv.com
#jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6"
376,소중한 TV(JTBC America),sojoongtv,"오전 10시, JTBC News 이 곧 방송됩니다. PLAY 버튼을 누르시면 바로 시청가능 합니다. #jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6 (Broadcasting live at http://ustre.am/U9eZ)"
377,소중한 TV(JTBC America),sojoongtv,"오전 10시, JTBC News 이 곧 방송됩니다. PLAY 버튼을 누르시면 바로 시청가능 합니다. #jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6 (Broadcasting live at http://ustre.am/UBGh)"
378,소중한 TV(JTBC America),sojoongtv,"오전 10시 9월 9일 (화) JTBC 9News가 방송 됩니다.
http://sojoongtv.com
#jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6"
379,샤메이마루 아야 ,Shameimaru__Aya,@kanako_krrpa 예? #아편
380,아티초크 출판 & 스토어,artichokehouse,입생로랑의 향수 #아편 들 가운데 어떤 향이 #보들레르 #악의꽃 이미지에 가장 잘 어울릴까요? ^.^ #출간임박 #아티초크빈티지 http://artichokehouse.com
381,소중한 TV(JTBC America),sojoongtv,"오후 6시 15분, 9월 9일(화) JTBC America News 방송됩니다. 
http://sojoongtv.com
#jtbc #중앙일보 #김병일 #바이러스 #애플 #마라톤 #아편 #서성희"
382,소중한 TV(JTBC America),sojoongtv,"http://ustream.tv/recorded/52483543…
9월 9일(화) JTBC America News 방송. 
http://sojoongtv.com
#jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6"
383,소중한 TV(JTBC America),sojoongtv,"오전 10시, JTBC News 이 곧 방송됩니다. PLAY 버튼을 누르시면 바로 시청가능 합니다. #jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6 (Broadcasting live at http://ustre.am/U9eZ)"
384,소중한 TV(JTBC America),sojoongtv,"오전 10시, JTBC News 이 곧 방송됩니다. PLAY 버튼을 누르시면 바로 시청가능 합니다. #jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6 (Broadcasting live at http://ustre.am/UBGh)"
385,소중한 TV(JTBC America),sojoongtv,"오전 10시 9월 9일 (화) JTBC 9News가 방송 됩니다.
http://sojoongtv.com
#jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6"
386,샤메이마루 아야 ,Shameimaru__Aya,@kanako_krrpa 예? #아편
387,아티초크 출판 & 스토어,artichokehouse,입생로랑의 향수 #아편 들 가운데 어떤 향이 #보들레르 #악의꽃 이미지에 가장 잘 어울릴까요? ^.^ #출간임박 #아티초크빈티지 http://artichokehouse.com
388,소중한 TV(JTBC America),sojoongtv,"오후 6시 15분, 9월 9일(화) JTBC America News 방송됩니다. 
http://sojoongtv.com
#jtbc #중앙일보 #김병일 #바이러스 #애플 #마라톤 #아편 #서성희"
389,소중한 TV(JTBC America),sojoongtv,"http://ustream.tv/recorded/52483543…
9월 9일(화) JTBC America News 방송. 
http://sojoongtv.com
#jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6"
390,소중한 TV(JTBC America),sojoongtv,"오전 10시, JTBC News 이 곧 방송됩니다. PLAY 버튼을 누르시면 바로 시청가능 합니다. #jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6 (Broadcasting live at http://ustre.am/U9eZ)"
391,소중한 TV(JTBC America),sojoongtv,"오전 10시, JTBC News 이 곧 방송됩니다. PLAY 버튼을 누르시면 바로 시청가능 합니다. #jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6 (Broadcasting live at http://ustre.am/UBGh)"
392,소중한 TV(JTBC America),sojoongtv,"오전 10시 9월 9일 (화) JTBC 9News가 방송 됩니다.
http://sojoongtv.com
#jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6"
393,샤메이마루 아야 ,Shameimaru__Aya,@kanako_krrpa 예? #아편
394,아티초크 출판 & 스토어,artichokehouse,입생로랑의 향수 #아편 들 가운데 어떤 향이 #보들레르 #악의꽃 이미지에 가장 잘 어울릴까요? ^.^ #출간임박 #아티초크빈티지 http://artichokehouse.com
395,소중한 TV(JTBC America),sojoongtv,"오후 6시 15분, 9월 9일(화) JTBC America News 방송됩니다. 
http://sojoongtv.com
#jtbc #중앙일보 #김병일 #바이러스 #애플 #마라톤 #아편 #서성희"
396,소중한 TV(JTBC America),sojoongtv,"http://ustream.tv/recorded/52483543…
9월 9일(화) JTBC America News 방송. 
http://sojoongtv.com
#jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6"
397,소중한 TV(JTBC America),sojoongtv,"오전 10시, JTBC News 이 곧 방송됩니다. PLAY 버튼을 누르시면 바로 시청가능 합니다. #jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6 (Broadcasting live at http://ustre.am/U9eZ)"
398,소중한 TV(JTBC America),sojoongtv,"오전 10시, JTBC News 이 곧 방송됩니다. PLAY 버튼을 누르시면 바로 시청가능 합니다. #jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6 (Broadcasting live at http://ustre.am/UBGh)"
399,소중한 TV(JTBC America),sojoongtv,"오전 10시 9월 9일 (화) JTBC 9News가 방송 됩니다.
http://sojoongtv.com
#jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6"
400,샤메이마루 아야 ,Shameimaru__Aya,@kanako_krrpa 예? #아편
401,아티초크 출판 & 스토어,artichokehouse,입생로랑의 향수 #아편 들 가운데 어떤 향이 #보들레르 #악의꽃 이미지에 가장 잘 어울릴까요? ^.^ #출간임박 #아티초크빈티지 http://artichokehouse.com
402,소중한 TV(JTBC America),sojoongtv,"오후 6시 15분, 9월 9일(화) JTBC America News 방송됩니다. 
http://sojoongtv.com
#jtbc #중앙일보 #김병일 #바이러스 #애플 #마라톤 #아편 #서성희"
403,소중한 TV(JTBC America),sojoongtv,"http://ustream.tv/recorded/52483543…
9월 9일(화) JTBC America News 방송. 
http://sojoongtv.com
#jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6"
404,소중한 TV(JTBC America),sojoongtv,"오전 10시, JTBC News 이 곧 방송됩니다. PLAY 버튼을 누르시면 바로 시청가능 합니다. #jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6 (Broadcasting live at http://ustre.am/U9eZ)"
405,소중한 TV(JTBC America),sojoongtv,"오전 10시, JTBC News 이 곧 방송됩니다. PLAY 버튼을 누르시면 바로 시청가능 합니다. #jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6 (Broadcasting live at http://ustre.am/UBGh)"
406,소중한 TV(JTBC America),sojoongtv,"오전 10시 9월 9일 (화) JTBC 9News가 방송 됩니다.
http://sojoongtv.com
#jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6"
407,샤메이마루 아야 ,Shameimaru__Aya,@kanako_krrpa 예? #아편
408,아티초크 출판 & 스토어,artichokehouse,입생로랑의 향수 #아편 들 가운데 어떤 향이 #보들레르 #악의꽃 이미지에 가장 잘 어울릴까요? ^.^ #출간임박 #아티초크빈티지 http://artichokehouse.com
409,소중한 TV(JTBC America),sojoongtv,"오후 6시 15분, 9월 9일(화) JTBC America News 방송됩니다. 
http://sojoongtv.com
#jtbc #중앙일보 #김병일 #바이러스 #애플 #마라톤 #아편 #서성희"
410,소중한 TV(JTBC America),sojoongtv,"http://ustream.tv/recorded/52483543…
9월 9일(화) JTBC America News 방송. 
http://sojoongtv.com
#jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6"
411,소중한 TV(JTBC America),sojoongtv,"오전 10시, JTBC News 이 곧 방송됩니다. PLAY 버튼을 누르시면 바로 시청가능 합니다. #jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6 (Broadcasting live at http://ustre.am/U9eZ)"
412,소중한 TV(JTBC America),sojoongtv,"오전 10시, JTBC News 이 곧 방송됩니다. PLAY 버튼을 누르시면 바로 시청가능 합니다. #jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6 (Broadcasting live at http://ustre.am/UBGh)"
413,소중한 TV(JTBC America),sojoongtv,"오전 10시 9월 9일 (화) JTBC 9News가 방송 됩니다.
http://sojoongtv.com
#jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6"
414,샤메이마루 아야 ,Shameimaru__Aya,@kanako_krrpa 예? #아편
415,아티초크 출판 & 스토어,artichokehouse,입생로랑의 향수 #아편 들 가운데 어떤 향이 #보들레르 #악의꽃 이미지에 가장 잘 어울릴까요? ^.^ #출간임박 #아티초크빈티지 http://artichokehouse.com
416,소중한 TV(JTBC America),sojoongtv,"오후 6시 15분, 9월 9일(화) JTBC America News 방송됩니다. 
http://sojoongtv.com
#jtbc #중앙일보 #김병일 #바이러스 #애플 #마라톤 #아편 #서성희"
417,소중한 TV(JTBC America),sojoongtv,"http://ustream.tv/recorded/52483543…
9월 9일(화) JTBC America News 방송. 
http://sojoongtv.com
#jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6"
418,소중한 TV(JTBC America),sojoongtv,"오전 10시, JTBC News 이 곧 방송됩니다. PLAY 버튼을 누르시면 바로 시청가능 합니다. #jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6 (Broadcasting live at http://ustre.am/U9eZ)"
419,소중한 TV(JTBC America),sojoongtv,"오전 10시, JTBC News 이 곧 방송됩니다. PLAY 버튼을 누르시면 바로 시청가능 합니다. #jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6 (Broadcasting live at http://ustre.am/UBGh)"
420,소중한 TV(JTBC America),sojoongtv,"오전 10시 9월 9일 (화) JTBC 9News가 방송 됩니다.
http://sojoongtv.com
#jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6"
421,샤메이마루 아야 ,Shameimaru__Aya,@kanako_krrpa 예? #아편
422,아티초크 출판 & 스토어,artichokehouse,입생로랑의 향수 #아편 들 가운데 어떤 향이 #보들레르 #악의꽃 이미지에 가장 잘 어울릴까요? ^.^ #출간임박 #아티초크빈티지 http://artichokehouse.com
423,소중한 TV(JTBC America),sojoongtv,"오후 6시 15분, 9월 9일(화) JTBC America News 방송됩니다. 
http://sojoongtv.com
#jtbc #중앙일보 #김병일 #바이러스 #애플 #마라톤 #아편 #서성희"
424,소중한 TV(JTBC America),sojoongtv,"http://ustream.tv/recorded/52483543…
9월 9일(화) JTBC America News 방송. 
http://sojoongtv.com
#jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6"
425,소중한 TV(JTBC America),sojoongtv,"오전 10시, JTBC News 이 곧 방송됩니다. PLAY 버튼을 누르시면 바로 시청가능 합니다. #jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6 (Broadcasting live at http://ustre.am/U9eZ)"
426,소중한 TV(JTBC America),sojoongtv,"오전 10시, JTBC News 이 곧 방송됩니다. PLAY 버튼을 누르시면 바로 시청가능 합니다. #jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6 (Broadcasting live at http://ustre.am/UBGh)"
427,소중한 TV(JTBC America),sojoongtv,"오전 10시 9월 9일 (화) JTBC 9News가 방송 됩니다.
http://sojoongtv.com
#jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6"
428,샤메이마루 아야 ,Shameimaru__Aya,@kanako_krrpa 예? #아편
429,아티초크 출판 & 스토어,artichokehouse,입생로랑의 향수 #아편 들 가운데 어떤 향이 #보들레르 #악의꽃 이미지에 가장 잘 어울릴까요? ^.^ #출간임박 #아티초크빈티지 http://artichokehouse.com
430,소중한 TV(JTBC America),sojoongtv,"오후 6시 15분, 9월 9일(화) JTBC America News 방송됩니다. 
http://sojoongtv.com
#jtbc #중앙일보 #김병일 #바이러스 #애플 #마라톤 #아편 #서성희"
431,소중한 TV(JTBC America),sojoongtv,"http://ustream.tv/recorded/52483543…
9월 9일(화) JTBC America News 방송. 
http://sojoongtv.com
#jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6"
432,소중한 TV(JTBC America),sojoongtv,"오전 10시, JTBC News 이 곧 방송됩니다. PLAY 버튼을 누르시면 바로 시청가능 합니다. #jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6 (Broadcasting live at http://ustre.am/U9eZ)"
433,소중한 TV(JTBC America),sojoongtv,"오전 10시, JTBC News 이 곧 방송됩니다. PLAY 버튼을 누르시면 바로 시청가능 합니다. #jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6 (Broadcasting live at http://ustre.am/UBGh)"
434,소중한 TV(JTBC America),sojoongtv,"오전 10시 9월 9일 (화) JTBC 9News가 방송 됩니다.
http://sojoongtv.com
#jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6"
435,샤메이마루 아야 ,Shameimaru__Aya,@kanako_krrpa 예? #아편
436,아티초크 출판 & 스토어,artichokehouse,입생로랑의 향수 #아편 들 가운데 어떤 향이 #보들레르 #악의꽃 이미지에 가장 잘 어울릴까요? ^.^ #출간임박 #아티초크빈티지 http://artichokehouse.com
437,소중한 TV(JTBC America),sojoongtv,"오후 6시 15분, 9월 9일(화) JTBC America News 방송됩니다. 
http://sojoongtv.com
#jtbc #중앙일보 #김병일 #바이러스 #애플 #마라톤 #아편 #서성희"
438,소중한 TV(JTBC America),sojoongtv,"http://ustream.tv/recorded/52483543…
9월 9일(화) JTBC America News 방송. 
http://sojoongtv.com
#jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6"
439,소중한 TV(JTBC America),sojoongtv,"오전 10시, JTBC News 이 곧 방송됩니다. PLAY 버튼을 누르시면 바로 시청가능 합니다. #jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6 (Broadcasting live at http://ustre.am/U9eZ)"
440,소중한 TV(JTBC America),sojoongtv,"오전 10시, JTBC News 이 곧 방송됩니다. PLAY 버튼을 누르시면 바로 시청가능 합니다. #jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6 (Broadcasting live at http://ustre.am/UBGh)"
441,소중한 TV(JTBC America),sojoongtv,"오전 10시 9월 9일 (화) JTBC 9News가 방송 됩니다.
http://sojoongtv.com
#jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6"
442,샤메이마루 아야 ,Shameimaru__Aya,@kanako_krrpa 예? #아편
443,아티초크 출판 & 스토어,artichokehouse,입생로랑의 향수 #아편 들 가운데 어떤 향이 #보들레르 #악의꽃 이미지에 가장 잘 어울릴까요? ^.^ #출간임박 #아티초크빈티지 http://artichokehouse.com
444,소중한 TV(JTBC America),sojoongtv,"오후 6시 15분, 9월 9일(화) JTBC America News 방송됩니다. 
http://sojoongtv.com
#jtbc #중앙일보 #김병일 #바이러스 #애플 #마라톤 #아편 #서성희"
445,소중한 TV(JTBC America),sojoongtv,"http://ustream.tv/recorded/52483543…
9월 9일(화) JTBC America News 방송. 
http://sojoongtv.com
#jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6"
446,소중한 TV(JTBC America),sojoongtv,"오전 10시, JTBC News 이 곧 방송됩니다. PLAY 버튼을 누르시면 바로 시청가능 합니다. #jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6 (Broadcasting live at http://ustre.am/U9eZ)"
447,소중한 TV(JTBC America),sojoongtv,"오전 10시, JTBC News 이 곧 방송됩니다. PLAY 버튼을 누르시면 바로 시청가능 합니다. #jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6 (Broadcasting live at http://ustre.am/UBGh)"
448,소중한 TV(JTBC America),sojoongtv,"오전 10시 9월 9일 (화) JTBC 9News가 방송 됩니다.
http://sojoongtv.com
#jtbc #손석희 #중앙일보 #귀경길 #아편 #감기약 #아이폰6"
449,샤메이마루 아야 ,Shameimaru__Aya,@kanako_krrpa 예? #아편
450,아티초크 출판 & 스토어,artichokehouse,입생로랑의 향수 #아편 들 가운데 어떤 향이 #보들레르 #악의꽃 이미지에 가장 잘 어울릴까요? ^.^ #출간임박 #아티초크빈티지 http://artichokehouse.com
